Date,year,month,day,SPX,MSFT,ret_spx,ret_msft
2/12/2003,2003,2,12,818.679993,16.77928,-0.01268695,0
2/13/2003,2003,2,13,817.369995,16.978004,-0.001600134,0.011843416
2/14/2003,2003,2,14,834.890015,17.451321,0.021434626,0.027878248
2/18/2003,2003,2,18,851.169983,18.036648,0.019499536,0.033540555
2/19/2003,2003,2,19,845.130005,17.782906,-0.007096089,-0.014068135
2/20/2003,2003,2,20,837.099976,17.500189,-0.009501531,-0.015898245
2/21/2003,2003,2,21,848.169983,17.855408,0.013224235,0.020298009
2/24/2003,2003,2,24,832.580017,17.449444,-0.018380709,-0.022736193
2/25/2003,2003,2,25,838.570007,17.536436,0.007194492,0.004985374
2/26/2003,2003,2,26,827.549988,17.115965,-0.013141442,-0.023976993
2/27/2003,2003,2,27,837.280029,17.094219,0.011757647,-0.00127051
2/28/2003,2003,2,28,841.150024,17.181211,0.004622104,0.005088972
3/3/2003,2003,3,3,834.809998,17.065218,-0.007537331,-0.006751154
3/4/2003,2003,3,4,821.98999,16.724495,-0.015356797,-0.019965933
3/5/2003,2003,3,5,829.849976,16.992727,0.009562143,0.016038272
3/6/2003,2003,3,6,822.099976,16.869484,-0.009339037,-0.007252691
3/7/2003,2003,3,7,828.890015,17.07972,0.008259384,0.012462503
3/10/2003,2003,3,10,807.47998,16.637501,-0.025829766,-0.025891467
3/11/2003,2003,3,11,800.72998,16.528755,-0.00835934,-0.006536198
3/12/2003,2003,3,12,804.190002,16.956478,0.004321085,0.025877509
3/13/2003,2003,3,13,831.900024,17.884413,0.034457059,0.054724513
3/14/2003,2003,3,14,833.27002,18.022146,0.001646828,0.007701287
3/17/2003,2003,3,17,862.789978,18.797838,0.035426641,0.043041045
3/18/2003,2003,3,18,866.450012,18.877579,0.004242091,0.00424203
3/19/2003,2003,3,19,874.02002,19.080568,0.008736809,0.010752915
3/20/2003,2003,3,20,875.669983,19.029821,0.001887786,-0.002659617
3/21/2003,2003,3,21,895.789978,19.261801,0.022976687,0.012190341
3/24/2003,2003,3,24,864.22998,18.333881,-0.03523147,-0.048174104
3/25/2003,2003,3,25,874.73999,18.478859,0.012161126,0.007907655
3/26/2003,2003,3,26,869.950012,18.304878,-0.005475888,-0.009415138
3/27/2003,2003,3,27,868.52002,18.152634,-0.001643763,-0.008317127
3/28/2003,2003,3,28,863.5,17.884413,-0.00577997,-0.014775872
3/31/2003,2003,3,31,848.179993,17.550926,-0.017741757,-0.018646796
4/1/2003,2003,4,1,858.47998,17.652428,0.012143634,0.005783285
4/2/2003,2003,4,2,880.900024,18.645597,0.026115978,0.056262459
4/3/2003,2003,4,3,876.450012,18.652847,-0.005051665,0.000388832
4/4/2003,2003,4,4,878.849976,18.188881,0.002738278,-0.024873736
4/7/2003,2003,4,7,879.929993,18.246872,0.001228898,0.003188267
4/8/2003,2003,4,8,878.289978,18.544111,-0.001863802,0.016289861
4/9/2003,2003,4,9,865.98999,17.811903,-0.014004473,-0.039484664
4/10/2003,2003,4,10,871.580017,17.826408,0.006455071,0.000814343
4/11/2003,2003,4,11,868.299988,17.543686,-0.003763314,-0.015859729
4/14/2003,2003,4,14,885.22998,17.949654,0.01949786,0.023140405
4/15/2003,2003,4,15,890.809998,17.83366,0.006303467,-0.006462186
4/16/2003,2003,4,16,879.909973,18.065651,-0.012236083,0.013008603
4/17/2003,2003,4,17,893.580017,18.486115,0.01553573,0.023274224
4/21/2003,2003,4,21,892.01001,18.275875,-0.001756985,-0.01137286
4/22/2003,2003,4,22,911.369995,18.674603,0.021703775,0.021817177
4/23/2003,2003,4,23,919.02002,18.645597,0.008393984,-0.001553232
4/24/2003,2003,4,24,911.429993,18.478859,-0.008258827,-0.008942487
4/25/2003,2003,4,25,898.809998,18.283133,-0.013846368,-0.010591888
4/28/2003,2003,4,28,914.840027,18.660103,0.017834725,0.020618457
4/29/2003,2003,4,29,917.840027,18.703604,0.003279262,0.00233123
4/30/2003,2003,4,30,916.919983,18.53686,-0.001002401,-0.008915073
5/1/2003,2003,5,1,916.299988,18.645597,-0.000676171,0.005865988
5/2/2003,2003,5,2,930.080017,18.921083,0.015038775,0.014774855
5/5/2003,2003,5,5,926.549988,18.747093,-0.003795404,-0.009195562
5/6/2003,2003,5,6,934.390015,19.116816,0.008461526,0.019721618
5/7/2003,2003,5,7,929.619995,18.841337,-0.005104956,-0.014410297
5/8/2003,2003,5,8,920.27002,18.660103,-0.010057846,-0.009618956
5/9/2003,2003,5,9,933.409973,19.109568,0.014278367,0.024086952
5/12/2003,2003,5,12,945.109985,18.993576,0.012534698,-0.006069839
5/13/2003,2003,5,13,942.299988,18.841337,-0.002973196,-0.008015289
5/14/2003,2003,5,14,939.280029,18.573101,-0.003204881,-0.014236569
5/15/2003,2003,5,15,946.669983,18.696352,0.007867679,0.006635995
5/16/2003,2003,5,16,944.299988,18.53686,-0.002503507,-0.008530648
5/19/2003,2003,5,19,920.77002,17.949654,-0.024917895,-0.031677749
5/20/2003,2003,5,20,919.72998,17.855408,-0.001129533,-0.005250575
5/21/2003,2003,5,21,923.419983,17.420448,0.00401205,-0.024360127
5/22/2003,2003,5,22,931.869995,17.514683,0.009150779,0.005409448
5/23/2003,2003,5,23,933.219971,17.558176,0.001448674,0.002483231
5/27/2003,2003,5,27,951.47998,17.971397,0.019566672,0.023534392
5/28/2003,2003,5,28,953.219971,17.695929,0.001828721,-0.015328135
5/29/2003,2003,5,29,949.640015,17.688673,-0.003755645,-0.000410038
5/30/2003,2003,5,30,963.590027,17.840914,0.01468979,0.008606694
6/2/2003,2003,6,2,967,17.862656,0.003538821,0.00121866
6/3/2003,2003,6,3,971.559998,18.036648,0.004715613,0.009740545
6/4/2003,2003,6,4,986.23999,18.029398,0.015109712,-0.000401959
6/5/2003,2003,6,5,990.140015,17.46394,0.003954438,-0.03136311
6/6/2003,2003,6,6,987.76001,17.159456,-0.002403706,-0.017435012
6/9/2003,2003,6,9,975.929993,17.217455,-0.011976611,0.003380002
6/10/2003,2003,6,10,984.840027,17.891665,0.009129788,0.039158517
6/11/2003,2003,6,11,997.47998,18.036648,0.012834524,0.008103382
6/12/2003,2003,6,12,998.51001,18.116385,0.001032632,0.004420833
6/13/2003,2003,6,13,988.609985,17.869909,-0.009914798,-0.013605143
6/16/2003,2003,6,16,1010.73999,18.406372,0.02238497,0.030020466
6/17/2003,2003,6,17,1011.659973,18.81959,0.000910207,0.022449726
6/18/2003,2003,6,18,1010.090027,18.899326,-0.001551851,0.004236862
6/19/2003,2003,6,19,994.700012,18.899326,-0.015236281,0
6/20/2003,2003,6,20,995.690002,19.087818,0.000995265,0.009973477
6/23/2003,2003,6,23,981.640015,18.689098,-0.014110805,-0.020888716
6/24/2003,2003,6,24,983.450012,18.631104,0.00184385,-0.003103093
6/25/2003,2003,6,25,975.320007,18.312126,-0.008266821,-0.017120725
6/26/2003,2003,6,26,985.820007,18.667343,0.010765697,0.019397912
6/27/2003,2003,6,27,976.219971,18.580351,-0.009738123,-0.004660117
6/30/2003,2003,6,30,974.5,18.58761,-0.001761868,0.000390682
7/1/2003,2003,7,1,982.320007,18.957327,0.008024635,0.019890508
7/2/2003,2003,7,2,993.75,19.486534,0.011635712,0.027915697
7/3/2003,2003,7,3,985.700012,19.211056,-0.008100617,-0.014136839
7/7/2003,2003,7,7,1004.419983,19.878006,0.01899155,0.034716988
7/8/2003,2003,7,8,1007.840027,20.08099,0.003404994,0.010211487
7/9/2003,2003,7,9,1002.210022,19.914255,-0.005586209,-0.008303126
7/10/2003,2003,7,10,988.700012,19.508286,-0.013480218,-0.020385849
7/11/2003,2003,7,11,998.140015,19.798256,0.009547894,0.01486394
7/14/2003,2003,7,14,1003.859985,19.863506,0.005730629,0.003295745
7/15/2003,2003,7,15,1000.419983,19.769268,-0.003426775,-0.004744278
7/16/2003,2003,7,16,994.090027,19.950504,-0.006327299,0.009167563
7/17/2003,2003,7,17,981.72998,19.348806,-0.012433529,-0.030159539
7/18/2003,2003,7,18,993.320007,19.493788,0.011805718,0.007493072
7/21/2003,2003,7,21,978.799988,18.877579,-0.014617665,-0.031610532
7/22/2003,2003,7,22,988.109985,19.124067,0.009511644,0.013057183
7/23/2003,2003,7,23,988.609985,19.17481,0.000506017,0.002653358
7/24/2003,2003,7,24,981.599976,18.848583,-0.007090773,-0.017013311
7/25/2003,2003,7,25,998.679993,19.493788,0.017400181,0.034230955
7/28/2003,2003,7,28,996.52002,19.290804,-0.002162828,-0.010412753
7/29/2003,2003,7,29,989.280029,19.189308,-0.007265274,-0.005261367
7/30/2003,2003,7,30,987.48999,19.015322,-0.001809436,-0.00906682
7/31/2003,2003,7,31,990.309998,19.145809,0.002855733,0.006862203
8/1/2003,2003,8,1,980.150024,18.971827,-0.010259387,-0.009087211
8/4/2003,2003,8,4,982.820007,18.97908,0.002724055,0.000382304
8/5/2003,2003,8,5,965.460022,18.602106,-0.017663443,-0.019862607
8/6/2003,2003,8,6,967.080017,18.59486,0.001677951,-0.000389526
8/7/2003,2003,8,7,974.119995,18.638353,0.007279623,0.00233898
8/8/2003,2003,8,8,977.590027,18.544111,0.003562222,-0.005056348
8/11/2003,2003,8,11,980.590027,18.565855,0.003068771,0.001172556
8/12/2003,2003,8,12,990.349976,18.652847,0.009953139,0.004685591
8/13/2003,2003,8,13,984.030029,18.558601,-0.006381529,-0.005052634
8/14/2003,2003,8,14,990.51001,18.580351,0.006585146,0.001171963
8/15/2003,2003,8,15,990.669983,18.515112,0.000161506,-0.003511182
8/18/2003,2003,8,18,999.73999,18.631104,0.009155427,0.00626472
8/19/2003,2003,8,19,1002.349976,19.298048,0.002610665,0.035797342
8/20/2003,2003,8,20,1000.299988,19.17481,-0.002045182,-0.006386034
8/21/2003,2003,8,21,1003.27002,19.02257,0.002969141,-0.007939583
8/22/2003,2003,8,22,993.059998,19.008074,-0.010176744,-0.000762042
8/25/2003,2003,8,25,993.710022,19.211056,0.000654567,0.010678725
8/26/2003,2003,8,26,996.72998,19.261801,0.003039074,0.002641448
8/27/2003,2003,8,27,996.789978,19.15307,6.01948E-05,-0.005644903
8/28/2003,2003,8,28,1002.840027,19.218309,0.006069532,0.00340619
8/29/2003,2003,8,29,1008.01001,19.225555,0.005155342,0.000377036
9/2/2003,2003,9,2,1021.98999,19.762014,0.01386889,0.027903434
9/3/2003,2003,9,3,1026.27002,20.515963,0.004187937,0.038151425
9/4/2003,2003,9,4,1027.969971,20.61021,0.001656436,0.004593837
9/5/2003,2003,9,5,1021.390015,20.573952,-0.006400922,-0.001759225
9/8/2003,2003,9,8,1031.640015,20.907433,0.010035344,0.016208894
9/9/2003,2003,9,9,1023.169983,20.566708,-0.008210259,-0.016296836
9/10/2003,2003,9,10,1010.919983,19.97225,-0.011972595,-0.028903897
9/11/2003,2003,9,11,1016.419983,20.182489,0.005440589,0.010526556
9/12/2003,2003,9,12,1018.630005,20.544962,0.00217432,0.017959777
9/15/2003,2003,9,15,1014.809998,20.559456,-0.003750142,0.000705477
9/16/2003,2003,9,16,1029.319946,20.950926,0.014298192,0.019040873
9/17/2003,2003,9,17,1025.969971,20.660952,-0.003254552,-0.013840629
9/18/2003,2003,9,18,1039.579956,21.385893,0.013265481,0.035087493
9/19/2003,2003,9,19,1036.300049,21.719372,-0.003155031,0.01559341
9/22/2003,2003,9,22,1022.820007,21.074167,-0.013007856,-0.02970643
9/23/2003,2003,9,23,1029.030029,21.458389,0.006071471,0.018231895
9/24/2003,2003,9,24,1009.380005,20.631958,-0.019095676,-0.038513189
9/25/2003,2003,9,25,1003.27002,20.472464,-0.006053206,-0.007730435
9/26/2003,2003,9,26,996.849976,20.436211,-0.006399119,-0.001770818
9/29/2003,2003,9,29,1006.580017,20.900183,0.009760788,0.022703426
9/30/2003,2003,9,30,995.969971,20.153482,-0.010540688,-0.035727008
10/1/2003,2003,10,1,1018.219971,20.675449,0.022340031,0.025899594
10/2/2003,2003,10,2,1020.23999,20.660952,0.001983873,-0.00070117
10/3/2003,2003,10,3,1029.849976,21.081421,0.009419339,0.020350902
10/6/2003,2003,10,6,1034.349976,21.161161,0.004369568,0.003782477
10/7/2003,2003,10,7,1039.25,21.124905,0.004737298,-0.001713328
10/8/2003,2003,10,8,1033.780029,20.892935,-0.005263383,-0.010980878
10/9/2003,2003,10,9,1038.72998,20.979929,0.004788205,0.0041638
10/10/2003,2003,10,10,1038.060059,20.958183,-0.000644942,-0.001036514
10/13/2003,2003,10,13,1045.349976,20.863934,0.007022635,-0.004497002
10/14/2003,2003,10,14,1049.47998,20.791443,0.003950834,-0.003474465
10/15/2003,2003,10,15,1046.76001,21.192396,-0.002591731,0.01928452
10/16/2003,2003,10,16,1050.069946,21.309038,0.003162077,0.005503955
10/17/2003,2003,10,17,1039.319946,21.090336,-0.010237413,-0.010263345
10/20/2003,2003,10,20,1044.680054,21.396521,0.005157322,0.014517787
10/21/2003,2003,10,21,1046.030029,21.396521,0.001292238,0
10/22/2003,2003,10,22,1030.359985,21.061176,-0.014980492,-0.015672875
10/23/2003,2003,10,23,1033.77002,21.075764,0.003309557,0.000692649
10/24/2003,2003,10,24,1028.910034,19.399025,-0.004701226,-0.079557685
10/27/2003,2003,10,27,1031.130005,19.617729,0.002157595,0.011273969
10/28/2003,2003,10,28,1046.790039,19.829147,0.015187255,0.010776885
10/29/2003,2003,10,29,1048.109985,19.493797,0.001260946,-0.016911973
10/30/2003,2003,10,30,1046.939941,19.041805,-0.001116337,-0.023186453
10/31/2003,2003,10,31,1050.709961,19.056387,0.00360099,0.000765789
11/3/2003,2003,11,3,1059.02002,19.45006,0.007908994,0.020658323
11/4/2003,2003,11,4,1053.25,19.00536,-0.005448452,-0.022863683
11/5/2003,2003,11,5,1051.810059,19.027231,-0.001367141,0.001150781
11/6/2003,2003,11,6,1058.050049,19.122004,0.005932621,0.004980914
11/7/2003,2003,11,7,1053.209961,19.027231,-0.004574536,-0.004956227
11/10/2003,2003,11,10,1047.109985,18.954329,-0.005791795,-0.003831456
11/11/2003,2003,11,11,1046.569946,18.808535,-0.000515742,-0.007691858
11/12/2003,2003,11,12,1058.530029,18.939749,0.011427887,0.006976301
11/13/2003,2003,11,13,1058.410034,18.72834,-0.00011336,-0.011162186
11/14/2003,2003,11,14,1050.349976,18.589823,-0.007615251,-0.007396117
11/17/2003,2003,11,17,1043.630005,18.334667,-0.00639784,-0.013725574
11/18/2003,2003,11,18,1034.150024,18.334667,-0.009083661,0
11/19/2003,2003,11,19,1042.439941,18.480473,0.008016165,0.007952476
11/20/2003,2003,11,20,1033.650024,18.298216,-0.008432061,-0.009862139
11/21/2003,2003,11,21,1035.280029,18.305511,0.001576941,0.000398673
11/24/2003,2003,11,24,1052.079956,18.757488,0.016227423,0.024690761
11/25/2003,2003,11,25,1053.890015,18.516922,0.001720458,-0.012825065
11/26/2003,2003,11,26,1058.449951,18.553375,0.004326766,0.001968632
11/28/2003,2003,11,28,1058.199951,18.742916,-0.000236194,0.010215985
12/1/2003,2003,12,1,1070.119995,18.837683,0.011264453,0.00505615
12/2/2003,2003,12,2,1066.619995,18.706467,-0.003270661,-0.006965612
12/3/2003,2003,12,3,1064.72998,18.713753,-0.001771967,0.000389491
12/4/2003,2003,12,4,1069.719971,19.10013,0.004686626,0.020646687
12/5/2003,2003,12,5,1061.5,18.939749,-0.007684227,-0.008396854
12/8/2003,2003,12,8,1069.300049,19.12929,0.007348138,0.010007577
12/9/2003,2003,12,9,1060.180054,19.231354,-0.008528939,0.005335483
12/10/2003,2003,12,10,1059.050049,19.384447,-0.001065861,0.007960594
12/11/2003,2003,12,11,1071.209961,19.399025,0.011481905,0.000752046
12/12/2003,2003,12,12,1074.140015,19.428186,0.002735275,0.00150322
12/15/2003,2003,12,15,1068.040039,19.493797,-0.005678939,0.003377104
12/16/2003,2003,12,16,1075.130005,19.727081,0.006638296,0.011967089
12/17/2003,2003,12,17,1076.47998,19.712502,0.001255639,-0.000739035
12/18/2003,2003,12,18,1089.180054,19.974943,0.01179778,0.013313429
12/19/2003,2003,12,19,1088.660034,19.94578,-0.000477442,-0.001459979
12/22/2003,2003,12,22,1092.939941,19.814569,0.003931353,-0.006578384
12/23/2003,2003,12,23,1096.02002,19.792692,0.002818159,-0.001104087
12/24/2003,2003,12,24,1094.040039,19.712502,-0.001806519,-0.004051495
12/26/2003,2003,12,26,1095.890015,19.836433,0.001690958,0.006286924
12/29/2003,2003,12,29,1109.47998,20.018686,0.012400848,0.009187791
12/30/2003,2003,12,30,1109.640015,20.062428,0.000144243,0.002185058
12/31/2003,2003,12,31,1111.920044,19.953079,0.002054747,-0.005450437
1/2/2004,2004,1,2,1108.47998,20.011398,-0.003093805,0.002922807
1/5/2004,2004,1,5,1122.219971,20.514414,0.012395344,0.025136475
1/6/2004,2004,1,6,1123.670044,20.587315,0.001292147,0.003553648
1/7/2004,2004,1,7,1126.329956,20.565445,0.002367165,-0.001062305
1/8/2004,2004,1,8,1131.920044,20.528992,0.0049631,-0.001772536
1/9/2004,2004,1,9,1121.859985,20.164492,-0.008887606,-0.017755377
1/12/2004,2004,1,12,1127.22998,20.098875,0.004786689,-0.003254086
1/13/2004,2004,1,13,1121.219971,19.996813,-0.005331662,-0.005077996
1/14/2004,2004,1,14,1130.52002,20.193647,0.00829458,0.009843269
1/15/2004,2004,1,15,1132.050049,20.077007,0.001353385,-0.005776074
1/16/2004,2004,1,16,1139.829956,20.273842,0.006872406,0.009804001
1/20/2004,2004,1,20,1138.77002,20.48526,-0.000929907,0.010428117
1/21/2004,2004,1,21,1147.619995,20.631062,0.007771521,0.00711741
1/22/2004,2004,1,22,1143.939941,20.419643,-0.003206683,-0.010247606
1/23/2004,2004,1,23,1141.550049,20.762283,-0.002089176,0.016779921
1/26/2004,2004,1,26,1155.369995,20.995565,0.012106299,0.011235855
1/27/2004,2004,1,27,1144.050049,20.594604,-0.00979768,-0.019097414
1/28/2004,2004,1,28,1128.47998,20.200937,-0.013609605,-0.019115056
1/29/2004,2004,1,29,1134.109985,20.346748,0.004989016,0.007218032
1/30/2004,2004,1,30,1131.130005,20.1572,-0.002627593,-0.009315887
2/2/2004,2004,2,2,1135.26001,19.974943,0.00365122,-0.009041782
2/3/2004,2004,2,3,1136.030029,19.894754,0.000678275,-0.00401448
2/4/2004,2004,2,4,1126.52002,19.690638,-0.008371266,-0.01025979
2/5/2004,2004,2,5,1128.589966,19.654177,0.001837469,-0.001851692
2/6/2004,2004,2,6,1142.76001,19.741659,0.012555529,0.004451064
2/9/2004,2004,2,9,1139.810059,19.610435,-0.002581427,-0.00664706
2/10/2004,2004,2,10,1145.540039,19.69792,0.005027136,0.004461145
2/11/2004,2004,2,11,1157.76001,19.792692,0.010667432,0.004811269
2/12/2004,2004,2,12,1152.109985,19.646891,-0.004880135,-0.007366406
2/13/2004,2004,2,13,1145.810059,19.384447,-0.005468164,-0.013358042
2/17/2004,2004,2,17,1156.98999,19.676052,0.009757229,0.015043246
2/18/2004,2004,2,18,1151.819946,19.515673,-0.00446853,-0.008150975
2/19/2004,2004,2,19,1147.060059,19.289675,-0.004132492,-0.011580333
2/20/2004,2004,2,20,1144.109985,19.369865,-0.002571857,0.004157146
2/23/2004,2004,2,23,1140.98999,19.399025,-0.002727006,0.001505431
2/24/2004,2004,2,24,1139.089966,19.595856,-0.001665242,0.010146438
2/25/2004,2004,2,25,1143.670044,19.464638,0.004020822,-0.006696212
2/26/2004,2004,2,26,1144.910034,19.318832,0.00108422,-0.007490815
2/27/2004,2004,2,27,1144.939941,19.34071,2.61217E-05,0.00113247
3/1/2004,2004,3,1,1155.969971,19.464638,0.009633719,0.006407624
3/2/2004,2004,3,2,1149.099976,19.238644,-0.005943057,-0.011610491
3/3/2004,2004,3,3,1151.030029,19.224064,0.001679621,-0.00075785
3/4/2004,2004,3,4,1154.869995,19.224064,0.003336113,0
3/5/2004,2004,3,5,1156.859985,19.209478,0.001723129,-0.000758737
3/8/2004,2004,3,8,1147.199951,18.830399,-0.008350219,-0.019733956
3/9/2004,2004,3,9,1140.579956,18.750204,-0.005770568,-0.004258805
3/10/2004,2004,3,10,1123.890015,18.49505,-0.014632855,-0.013608065
3/11/2004,2004,3,11,1106.780029,18.290922,-0.015223897,-0.011036899
3/12/2004,2004,3,12,1120.569946,18.502346,0.012459492,0.011558958
3/15/2004,2004,3,15,1104.48999,18.341951,-0.014349801,-0.008668901
3/16/2004,2004,3,16,1110.699951,18.356537,0.005622469,0.000795226
3/17/2004,2004,3,17,1123.75,18.320089,0.011749392,-0.00198556
3/18/2004,2004,3,18,1122.319946,18.145128,-0.001272573,-0.009550227
3/19/2004,2004,3,19,1109.780029,17.955576,-0.01117321,-0.01044644
3/22/2004,2004,3,22,1095.400024,17.860809,-0.012957527,-0.005277859
3/23/2004,2004,3,23,1093.949951,17.605656,-0.001323784,-0.014285635
3/24/2004,2004,3,24,1091.329956,17.795202,-0.002394986,0.010766199
3/25/2004,2004,3,25,1109.189941,18.363834,0.016365339,0.031954231
3/26/2004,2004,3,26,1108.060059,18.247189,-0.001018655,-0.006351887
3/29/2004,2004,3,29,1122.469971,18.451307,0.013004631,0.011186271
3/30/2004,2004,3,30,1127,18.371117,0.004035769,-0.004346034
3/31/2004,2004,3,31,1126.209961,18.174288,-0.000701011,-0.010714046
4/1/2004,2004,4,1,1132.170044,18.283632,0.00529216,0.006016412
4/2/2004,2004,4,2,1141.810059,18.844982,0.008514635,0.030702324
4/5/2004,2004,4,5,1150.569946,18.917877,0.00767193,0.003868138
4/6/2004,2004,4,6,1148.160034,18.808535,-0.002094538,-0.005779824
4/7/2004,2004,4,7,1140.530029,18.655437,-0.006645419,-0.008139815
4/8/2004,2004,4,8,1139.319946,18.575241,-0.001060983,-0.0042988
4/12/2004,2004,4,12,1145.199951,18.670013,0.005160978,0.00510206
4/13/2004,2004,4,13,1129.439941,18.553375,-0.013761798,-0.006247344
4/14/2004,2004,4,14,1128.170044,18.597113,-0.00112436,0.002357415
4/15/2004,2004,4,15,1128.839966,18.385702,0.000593813,-0.011367947
4/16/2004,2004,4,16,1134.609985,18.341951,0.005111459,-0.002379621
4/19/2004,2004,4,19,1135.819946,18.611696,0.001066411,0.014706451
4/20/2004,2004,4,20,1118.150024,18.465897,-0.015556975,-0.00783373
4/21/2004,2004,4,21,1124.089966,18.553375,0.005312294,0.004737273
4/22/2004,2004,4,22,1139.930054,18.917877,0.014091477,0.019646129
4/23/2004,2004,4,23,1140.599976,20.077007,0.000587687,0.061271674
4/26/2004,2004,4,26,1135.530029,19.858299,-0.004444983,-0.010893456
4/27/2004,2004,4,27,1138.109985,19.843719,0.002272028,-0.000734202
4/28/2004,2004,4,28,1122.410034,19.36257,-0.013794757,-0.024246917
4/29/2004,2004,4,29,1113.890015,19.304255,-0.007590826,-0.003011739
4/30/2004,2004,4,30,1107.300049,19.049097,-0.005916173,-0.013217708
5/3/2004,2004,5,3,1117.48999,19.209478,0.009202511,0.008419349
5/4/2004,2004,5,4,1119.550049,19.194902,0.00184347,-0.000758792
5/5/2004,2004,5,5,1121.530029,19.173027,0.00176855,-0.001139626
5/6/2004,2004,5,6,1113.98999,19.041805,-0.006722993,-0.006844094
5/7/2004,2004,5,7,1098.699951,18.793949,-0.013725473,-0.013016413
5/10/2004,2004,5,10,1087.119995,18.903294,-0.010539689,0.005818096
5/11/2004,2004,5,11,1095.449951,18.910585,0.007662407,0.0003857
5/12/2004,2004,5,12,1097.280029,18.910585,0.001670618,0
5/13/2004,2004,5,13,1096.439941,19.027231,-0.000765609,0.006168291
5/14/2004,2004,5,14,1095.699951,18.852268,-0.000674902,-0.0091954
5/17/2004,2004,5,17,1084.099976,18.618982,-0.010586817,-0.012374426
5/18/2004,2004,5,18,1091.48999,18.830399,0.006816727,0.011354917
5/19/2004,2004,5,19,1088.680054,18.677298,-0.002574404,-0.008130523
5/20/2004,2004,5,20,1089.189941,18.757488,0.000468353,0.004293448
5/21/2004,2004,5,21,1093.560059,18.874134,0.004012264,0.006218637
5/24/2004,2004,5,24,1095.410034,18.779366,0.001691699,-0.005021052
5/25/2004,2004,5,25,1113.050049,19.027231,0.016103573,0.013198795
5/26/2004,2004,5,26,1114.939941,19.056387,0.00169794,0.00153233
5/27/2004,2004,5,27,1121.280029,19.092836,0.005686484,0.001912692
5/28/2004,2004,5,28,1120.680054,19.122004,-0.00053508,0.001527693
6/1/2004,2004,6,1,1121.199951,19.034517,0.000463912,-0.0045752
6/2/2004,2004,6,2,1124.98999,19.049097,0.003380342,0.000765977
6/3/2004,2004,6,3,1116.640015,18.874134,-0.007422266,-0.009184845
6/4/2004,2004,6,4,1122.5,18.917877,0.005247873,0.002317616
6/7/2004,2004,6,7,1140.420044,19.267805,0.015964404,0.018497213
6/8/2004,2004,6,8,1142.180054,19.391733,0.0015433,0.006431869
6/9/2004,2004,6,9,1131.329956,19.296961,-0.009499464,-0.004887237
6/10/2004,2004,6,10,1136.469971,19.515673,0.004543339,0.011334013
6/14/2004,2004,6,14,1125.290039,19.610435,-0.00983742,0.004855687
6/15/2004,2004,6,15,1132.01001,19.982239,0.005971768,0.018959498
6/16/2004,2004,6,16,1133.560059,19.916626,0.001369289,-0.003283566
6/17/2004,2004,6,17,1132.050049,20.244682,-0.001332095,0.016471465
6/18/2004,2004,6,18,1135.02002,20.667509,0.002623533,0.020885831
6/21/2004,2004,6,21,1130.300049,20.667509,-0.004158491,0
6/22/2004,2004,6,22,1134.410034,20.62377,0.003636189,-0.002116317
6/23/2004,2004,6,23,1144.060059,20.631062,0.008506646,0.000353573
6/24/2004,2004,6,24,1140.650024,20.696672,-0.002980643,0.003180156
6/25/2004,2004,6,25,1134.430054,20.827885,-0.005453005,0.006339812
6/28/2004,2004,6,28,1133.349976,20.616476,-0.000952089,-0.010150287
6/29/2004,2004,6,29,1136.199951,20.776863,0.002514647,0.007779555
6/30/2004,2004,6,30,1140.839966,20.820591,0.004083801,0.002104649
7/1/2004,2004,7,1,1128.939941,20.871626,-0.010430933,0.002451179
7/2/2004,2004,7,2,1125.380005,20.827885,-0.003153344,-0.002095716
7/6/2004,2004,7,6,1116.209961,20.426937,-0.008148398,-0.019250538
7/7/2004,2004,7,7,1118.329956,20.48526,0.00189928,0.0028552
7/8/2004,2004,7,8,1109.109985,20.149904,-0.00824441,-0.0163706
7/9/2004,2004,7,9,1112.810059,20.310299,0.003336075,0.007960088
7/12/2004,2004,7,12,1114.349976,20.332163,0.001383809,0.001076498
7/13/2004,2004,7,13,1115.140015,20.120749,0.000708968,-0.010398008
7/14/2004,2004,7,14,1111.469971,20.507118,-0.003291106,0.019202516
7/15/2004,2004,7,15,1106.689941,20.317585,-0.004300638,-0.009242303
7/16/2004,2004,7,16,1101.390015,20.033266,-0.004788989,-0.01399374
7/19/2004,2004,7,19,1100.900024,20.375904,-0.000444884,0.017103452
7/20/2004,2004,7,20,1108.670044,20.645639,0.00705788,0.01323794
7/21/2004,2004,7,21,1093.880005,21.039312,-0.013340343,0.019068095
7/22/2004,2004,7,22,1096.839966,21.141375,0.002705928,0.004851062
7/23/2004,2004,7,23,1086.199951,20.434227,-0.009700608,-0.033448534
7/26/2004,2004,7,26,1084.069946,20.893503,-0.00196097,0.02247582
7/27/2004,2004,7,27,1094.829956,20.733124,0.009925568,-0.007676023
7/28/2004,2004,7,28,1095.420044,20.835175,0.000538977,0.004922124
7/29/2004,2004,7,29,1100.430054,20.762283,0.004573597,-0.003498507
7/30/2004,2004,7,30,1101.719971,20.769571,0.001172194,0.000351021
8/2/2004,2004,8,2,1106.619995,20.791439,0.004447613,0.001052886
8/3/2004,2004,8,3,1099.689941,20.463385,-0.006262361,-0.015778321
8/4/2004,2004,8,4,1098.630005,20.456091,-0.00096385,-0.000356442
