Date,year,month,day,SPX,MSFT,ret_spx,ret_msft
1/3/2000,2000,1,3,1455.219971,42.115314,,
1/4/2000,2000,1,4,1399.420044,40.692646,-0.038344668,-0.033780301
1/5/2000,2000,1,5,1402.109985,41.121727,0.001922183,0.010544436
1/6/2000,2000,1,6,1403.449951,39.744217,0.000955678,-0.03349835
1/7/2000,2000,1,7,1441.469971,40.263588,0.0270904,0.013067838
1/10/2000,2000,1,10,1457.599976,40.557178,0.011189969,0.0072917
1/11/2000,2000,1,11,1438.560059,39.518398,-0.013062512,-0.025612729
1/12/2000,2000,1,12,1432.25,38.231228,-0.004386372,-0.032571411
1/13/2000,2000,1,13,1449.680054,38.953846,0.012169701,0.01890125
1/14/2000,2000,1,14,1465.150024,40.557178,0.010671299,0.041159787
1/18/2000,2000,1,18,1455.140015,41.663681,-0.006832071,0.027282544
1/19/2000,2000,1,19,1455.900024,38.660282,0.000522293,-0.072086741
1/20/2000,2000,1,20,1445.569946,38.298973,-0.007095321,-0.009345741
1/21/2000,2000,1,21,1441.359985,37.486023,-0.002912319,-0.021226418
1/24/2000,2000,1,24,1401.530029,36.582752,-0.027633594,-0.024096208
1/25/2000,2000,1,25,1410.030029,37.147285,0.0060648,0.015431671
1/26/2000,2000,1,26,1404.089966,35.905289,-0.004212721,-0.033434368
1/27/2000,2000,1,27,1398.560059,35.679459,-0.003938428,-0.006289603
1/28/2000,2000,1,28,1360.160034,35.49881,-0.027456829,-0.005063109
1/31/2000,2000,1,31,1394.459961,35.363297,0.025217567,-0.003817396
2/1/2000,2000,2,1,1409.280029,37.192444,0.010627819,0.051724448
2/2/2000,2000,2,2,1409.119995,36.424679,-0.000113557,-0.020643037
2/3/2000,2000,2,3,1424.969971,37.440842,0.011248138,0.027897651
2/4/2000,2000,2,4,1424.369995,38.502216,-0.000421045,0.028348027
2/7/2000,2000,2,7,1424.23999,38.524776,-9.12719E-05,0.00058594
2/8/2000,2000,2,8,1441.719971,39.721622,0.012273199,0.031066917
2/9/2000,2000,2,9,1411.709961,37.576332,-0.020815422,-0.054008117
2/10/2000,2000,2,10,1416.829956,38.298973,0.003626804,0.019231281
2/11/2000,2000,2,11,1387.119995,36.108521,-0.02096932,-0.057193492
2/14/2000,2000,2,14,1389.939941,35.995617,0.00203295,-0.003126797
2/15/2000,2000,2,15,1402.050049,35.611725,0.008712684,-0.010664965
2/16/2000,2000,2,16,1387.670044,35.272987,-0.010256413,-0.00951198
2/17/2000,2000,2,17,1388.26001,35.995617,0.000425149,0.020486782
2/18/2000,2000,2,18,1346.089966,34.347134,-0.030376186,-0.04579677
2/22/2000,2000,2,22,1352.170044,33.8955,0.004516844,-0.013149103
2/23/2000,2000,2,23,1360.689941,34.05357,0.006300906,0.004663451
2/24/2000,2000,2,24,1353.430054,34.23423,-0.005335445,0.005305171
2/25/2000,2000,2,25,1333.359985,32.99221,-0.01482904,-0.036280062
2/28/2000,2000,2,28,1348.050049,33.082542,0.011017328,0.00273798
2/29/2000,2000,2,29,1366.420044,32.292164,0.013627087,-0.02389109
3/1/2000,2000,3,1,1379.189941,32.811558,0.009345514,0.016084212
3/2/2000,2000,3,2,1381.76001,33.737415,0.001863463,0.028217404
3/3/2000,2000,3,3,1409.170044,34.731037,0.019837044,0.029451634
3/6/2000,2000,3,6,1391.280029,32.743805,-0.012695427,-0.057217756
3/7/2000,2000,3,7,1355.619995,33.556767,-0.025631097,0.024827964
3/8/2000,2000,3,8,1366.699951,34.527786,0.008173349,0.028936608
3/9/2000,2000,3,9,1401.689941,36.131111,0.025601808,0.046435789
3/10/2000,2000,3,10,1395.069946,36.492416,-0.004722867,0.009999831
3/13/2000,2000,3,13,1383.619995,35.408474,-0.008207439,-0.029703213
3/14/2000,2000,3,14,1359.150024,34.369717,-0.017685471,-0.029336396
3/15/2000,2000,3,15,1392.140015,34.460041,0.024272516,0.002628011
3/16/2000,2000,3,16,1458.469971,34.460041,0.047646038,0
3/17/2000,2000,3,17,1464.469971,35.905289,0.0041139,0.041939822
3/20/2000,2000,3,20,1456.630005,35.182652,-0.005353449,-0.020126199
3/21/2000,2000,3,21,1493.869995,37.124695,0.025565854,0.05519888
3/22/2000,2000,3,22,1500.640015,37.305363,0.004531867,0.004866518
3/23/2000,2000,3,23,1527.349976,40.421658,0.017799046,0.083534772
3/24/2000,2000,3,24,1527.459961,40.353931,7.20103E-05,-0.001675513
3/27/2000,2000,3,27,1523.859985,37.59893,-0.002356838,-0.068270945
3/28/2000,2000,3,28,1507.72998,37.689251,-0.010584965,0.002402223
3/29/2000,2000,3,29,1508.52002,38.728024,0.000523993,0.027561519
3/30/2000,2000,3,30,1487.920044,37.350536,-0.013655752,-0.035568249
3/31/2000,2000,3,31,1498.579956,38.389305,0.007164304,0.027811355
4/3/2000,2000,4,3,1505.969971,32.834122,0.004931345,-0.144706527
4/4/2000,2000,4,4,1494.72998,31.99861,-0.007463622,-0.025446455
4/5/2000,2000,4,5,1487.369995,31.208242,-0.004923956,-0.024700073
4/6/2000,2000,4,6,1501.339966,31.072748,0.009392398,-0.00434161
4/7/2000,2000,4,7,1516.349976,32.179268,0.009997742,0.035610626
4/10/2000,2000,4,10,1504.459961,31.095318,-0.007841208,-0.033684731
4/11/2000,2000,4,11,1500.589966,30.304972,-0.002572348,-0.025416881
4/12/2000,2000,4,12,1467.170044,28.679054,-0.022271189,-0.053651856
4/13/2000,2000,4,13,1440.51001,28.63389,-0.018171059,-0.001574808
4/14/2000,2000,4,14,1356.560059,26.782173,-0.058277937,-0.064668719
4/17/2000,2000,4,17,1401.439941,27.414469,0.033083594,0.023608839
4/18/2000,2000,4,18,1441.609985,29.108118,0.028663407,0.061779384
4/19/2000,2000,4,19,1427.469971,28.43066,-0.009808488,-0.023273851
4/20/2000,2000,4,20,1434.540039,28.520998,0.004952866,0.003177485
4/24/2000,2000,4,24,1429.859985,24.072346,-0.003262407,-0.155978132
4/25/2000,2000,4,25,1477.439941,25.065952,0.033275955,0.041275827
4/26/2000,2000,4,26,1460.98999,24.569155,-0.011134091,-0.019819594
4/27/2000,2000,4,27,1464.920044,25.224031,0.002689994,0.026654397
4/28/2000,2000,4,28,1452.430054,25.201454,-0.008526056,-0.000895059
5/1/2000,2000,5,1,1468.25,26.533783,0.010892054,0.052867148
5/2/2000,2000,5,2,1446.290039,25.246618,-0.014956554,-0.048510422
5/3/2000,2000,5,3,1415.099976,25.495012,-0.021565566,0.009838704
5/4/2000,2000,5,4,1409.569946,25.449842,-0.003907872,-0.001771719
5/5/2000,2000,5,5,1432.630005,25.69825,0.016359642,0.009760689
5/8/2000,2000,5,8,1424.170044,25.224031,-0.005905196,-0.018453358
5/9/2000,2000,5,9,1412.140015,24.501402,-0.008447045,-0.028648435
5/10/2000,2000,5,10,1383.050049,23.914274,-0.020599916,-0.023963037
5/11/2000,2000,5,11,1407.810059,24.523991,0.017902469,0.025495944
5/12/2000,2000,5,12,1420.959961,24.862713,0.009340679,0.013811863
5/15/2000,2000,5,15,1452.359985,25.065952,0.022097754,0.00817445
5/16/2000,2000,5,16,1466.040039,25.111116,0.00941919,0.001801807
5/17/2000,2000,5,17,1447.800049,24.456242,-0.012441672,-0.026079048
5/18/2000,2000,5,18,1437.209961,23.914274,-0.007314607,-0.022160723
5/19/2000,2000,5,19,1406.949951,23.507795,-0.02105469,-0.016997338
5/22/2000,2000,5,22,1400.719971,23.191647,-0.004428004,-0.013448645
5/23/2000,2000,5,23,1373.859985,22.830336,-0.019175843,-0.015579359
5/24/2000,2000,5,24,1399.050049,23.688457,0.018335248,0.037586876
5/25/2000,2000,5,25,1381.52002,22.220633,-0.012529951,-0.061963681
5/26/2000,2000,5,26,1378.02002,22.19805,-0.002533441,-0.001016308
5/30/2000,2000,5,30,1422.449951,22.898081,0.032241862,0.031535698
5/31/2000,2000,5,31,1420.599976,22.604525,-0.001300555,-0.012820114
6/1/2000,2000,6,1,1448.810059,23.327148,0.019857865,0.031968068
6/2/2000,2000,6,2,1477.26001,23.959444,0.019636771,0.027105585
6/5/2000,2000,6,5,1467.630005,24.162672,-0.006518829,0.008482167
6/6/2000,2000,6,6,1457.839966,25.156281,-0.006670645,0.041121652
6/7/2000,2000,6,7,1471.359985,25.472433,0.009274008,0.012567517
6/8/2000,2000,6,8,1461.670044,24.862713,-0.006585704,-0.023936465
6/9/2000,2000,6,9,1456.949951,24.862713,-0.003229247,0
6/12/2000,2000,6,12,1446,24.162672,-0.007515667,-0.02815626
6/13/2000,2000,6,13,1469.439941,24.523991,0.016210194,0.014953603
6/14/2000,2000,6,14,1470.540039,25.472433,0.000748651,0.038674048
6/15/2000,2000,6,15,1478.72998,26.149889,0.005569342,0.026595653
6/16/2000,2000,6,16,1464.459961,26.217634,-0.009650186,0.002590642
6/19/2000,2000,6,19,1486,26.624104,0.01470852,0.015503687
6/20/2000,2000,6,20,1475.949951,27.075752,-0.006763155,0.016963876
6/21/2000,2000,6,21,1479.130005,29.153273,0.002154581,0.076729946
6/22/2000,2000,6,22,1452.180054,28.85972,-0.018220137,-0.010069298
6/23/2000,2000,6,23,1441.47998,28.069355,-0.007368283,-0.02738644
6/26/2000,2000,6,26,1455.310059,28.724234,0.009594361,0.023330746
6/27/2000,2000,6,27,1450.550049,28.475824,-0.003270788,-0.008648098
6/28/2000,2000,6,28,1454.819946,28.520998,0.00294364,0.001586398
6/29/2000,2000,6,29,1442.390015,27.888697,-0.008543965,-0.022169666
6/30/2000,2000,6,30,1454.599976,28.904886,0.00846509,0.036437306
7/3/2000,2000,7,3,1469.540039,28.904886,0.010270908,0
7/5/2000,2000,7,5,1446.22998,28.362913,-0.015862146,-0.018750221
7/6/2000,2000,7,6,1456.670044,29.243614,0.007218813,0.031051148
7/7/2000,2000,7,7,1478.900024,29.627501,0.01526082,0.013127208
7/10/2000,2000,7,10,1475.619995,28.701654,-0.002217884,-0.031249581
7/11/2000,2000,7,11,1480.880005,28.588722,0.00356461,-0.003934686
7/12/2000,2000,7,12,1492.920044,29.017788,0.008130327,0.015008226
7/13/2000,2000,7,13,1495.839966,28.882305,0.001955846,-0.004668964
7/14/2000,2000,7,14,1509.97998,28.520998,0.009452892,-0.012509632
7/17/2000,2000,7,17,1510.48999,28.25001,0.000337759,-0.009501351
7/18/2000,2000,7,18,1493.73999,28.362913,-0.011089117,0.003996565
7/19/2000,2000,7,19,1481.959961,26.420866,-0.007886265,-0.068471352
7/20/2000,2000,7,20,1495.569946,27.030588,0.009183774,0.023077291
7/21/2000,2000,7,21,1480.189941,26.127308,-0.010283708,-0.033416957
7/24/2000,2000,7,24,1464.290039,25.495012,-0.010741798,-0.02420058
7/25/2000,2000,7,25,1474.469971,24.930456,0.006952128,-0.022143782
7/26/2000,2000,7,26,1452.420044,24.501402,-0.014954477,-0.017210034
7/27/2000,2000,7,27,1449.619995,25.065952,-0.001927851,0.023041539
7/28/2000,2000,7,28,1419.890015,25.178867,-0.020508809,0.004504716
7/31/2000,2000,7,31,1430.829956,25.224031,0.007704781,0.001793726
8/1/2000,2000,8,1,1438.099976,24.817551,0.005080981,-0.016114791
8/2/2000,2000,8,2,1438.699951,25.065952,0.0004172,0.010009086
8/3/2000,2000,8,3,1452.560059,25.382101,0.009633772,0.012612687
8/4/2000,2000,8,4,1462.930054,24.975626,0.007139116,-0.016014238
8/7/2000,2000,8,7,1479.319946,25.291771,0.011203469,0.012658141
8/8/2000,2000,8,8,1482.800049,26.782173,0.002352502,0.058928337
8/9/2000,2000,8,9,1472.869995,26.827339,-0.006696826,0.00168642
8/10/2000,2000,8,10,1460.25,26.240202,-0.008568302,-0.021885771
8/11/2000,2000,8,11,1471.839966,26.17247,0.007936974,-0.00258123
8/14/2000,2000,8,14,1491.560059,26.082142,0.013398259,-0.00345126
8/15/2000,2000,8,15,1484.430054,25.878901,-0.004780233,-0.007792343
8/16/2000,2000,8,16,1479.849976,25.653078,-0.003085412,-0.008726143
8/17/2000,2000,8,17,1496.069946,25.856323,0.01096055,0.007922831
8/18/2000,2000,8,18,1491.719971,25.653078,-0.002907601,-0.007860553
8/21/2000,2000,8,21,1499.47998,25.517597,0.005202055,-0.005281277
8/22/2000,2000,8,22,1498.130005,25.743399,-0.000900295,0.008848874
8/23/2000,2000,8,23,1505.969971,25.562759,0.005233168,-0.007016944
8/24/2000,2000,8,24,1508.310059,25.69825,0.001553874,0.005300328
8/25/2000,2000,8,25,1506.449951,25.517597,-0.00123324,-0.007029778
8/28/2000,2000,8,28,1514.089966,25.765991,0.005071536,0.009734224
8/29/2000,2000,8,29,1509.839966,25.630505,-0.002806967,-0.005258327
8/30/2000,2000,8,30,1502.589966,25.291771,-0.004801833,-0.013216049
8/31/2000,2000,8,31,1517.680054,25.224031,0.010042718,-0.002678342
9/1/2000,2000,9,1,1520.77002,25.35952,0.00203598,0.005371425
9/5/2000,2000,9,5,1507.079956,25.336941,-0.009002061,-0.000890356
9/6/2000,2000,9,6,1492.25,25.088528,-0.009840192,-0.00980438
9/7/2000,2000,9,7,1502.51001,25.314348,0.00687553,0.009000927
9/8/2000,2000,9,8,1494.5,25.043381,-0.005331086,-0.010704088
9/11/2000,2000,9,11,1489.26001,24.862713,-0.003506183,-0.007214202
9/12/2000,2000,9,12,1481.98999,24.614317,-0.004881632,-0.009990704
9/13/2000,2000,9,13,1484.910034,24.659475,0.001970353,0.001834623
9/14/2000,2000,9,14,1480.869995,23.77878,-0.00272073,-0.035714264
9/15/2000,2000,9,15,1465.810059,23.191647,-0.010169654,-0.024691469
9/18/2000,2000,9,18,1444.51001,22.762592,-0.014531248,-0.018500411
9/19/2000,2000,9,19,1459.900024,23.485212,0.010654141,0.031745945
9/20/2000,2000,9,20,1451.339966,23.214228,-0.005863455,-0.011538495
9/21/2000,2000,9,21,1449.050049,23.191647,-0.001577795,-0.000972722
9/22/2000,2000,9,22,1448.719971,22.852921,-0.000227789,-0.014605517
9/25/2000,2000,9,25,1439.030029,22.130302,-0.006688623,-0.031620422
9/26/2000,2000,9,26,1427.209961,22.649683,-0.008213913,0.023469223
9/27/2000,2000,9,27,1426.569946,21.904482,-0.000448438,-0.032901167
9/28/2000,2000,9,28,1458.290039,22.152885,0.022235217,0.011340282
9/29/2000,2000,9,29,1436.51001,21.791571,-0.01493532,-0.01631002
10/2/2000,2000,10,2,1436.22998,21.362514,-0.000194938,-0.019689127
10/3/2000,2000,10,3,1426.459961,20.436653,-0.006802545,-0.043340451
10/4/2000,2000,10,4,1434.319946,20.030178,0.005510134,-0.019889509
10/5/2000,2000,10,5,1436.280029,20.007601,0.001366559,-0.001127149
10/6/2000,2000,10,6,1408.98999,20.07534,-0.0190005,0.003385663
10/9/2000,2000,10,9,1402.030029,19.578541,-0.004939681,-0.024746729
10/10/2000,2000,10,10,1387.02002,19.714043,-0.010705911,0.006920945
10/11/2000,2000,10,11,1364.589966,20.143084,-0.016171399,0.021763217
10/12/2000,2000,10,12,1329.780029,19.646286,-0.025509448,-0.024663453
10/13/2000,2000,10,13,1374.170044,19.420465,0.033381472,-0.011494335
10/16/2000,2000,10,16,1374.619995,18.201035,0.000327435,-0.062790978
10/17/2000,2000,10,17,1349.969971,18.223633,-0.017932246,0.001241578
10/18/2000,2000,10,18,1342.130005,18.697847,-0.005807511,0.026021924
10/19/2000,2000,10,19,1388.76001,22.356119,0.034743285,0.195652045
10/20/2000,2000,10,20,1396.930054,23.552963,0.005882978,0.05353541
10/23/2000,2000,10,23,1395.780029,22.446447,-0.000823252,-0.046979907
10/24/2000,2000,10,24,1398.130005,22.220633,0.001683629,-0.010060122
10/25/2000,2000,10,25,1364.900024,22.130302,-0.023767447,-0.004065186
10/26/2000,2000,10,26,1364.439941,23.281982,-0.000337082,0.052040862
10/27/2000,2000,10,27,1379.579956,24.456242,0.011096139,0.050436428
10/30/2000,2000,10,30,1398.660034,24.953045,0.013830353,0.020313955
10/31/2000,2000,10,31,1429.400024,24.885303,0.021978171,-0.002714779
11/1/2000,2000,11,1,1421.219971,25.156281,-0.005722718,0.010889078
11/2/2000,2000,11,2,1428.319946,25.404684,0.00499569,0.009874393
11/3/2000,2000,11,3,1426.689941,24.659475,-0.001141204,-0.029333528
11/6/2000,2000,11,6,1432.189941,25.111116,0.003855077,0.01831511
11/7/2000,2000,11,7,1431.869995,25.472433,-0.000223396,0.014388727
11/8/2000,2000,11,8,1409.280029,25.088528,-0.015776548,-0.015071391
11/9/2000,2000,11,9,1400.140015,25.607916,-0.006485591,0.020702211
11/10/2000,2000,11,10,1365.97998,24.343336,-0.024397585,-0.049382386
11/13/2000,2000,11,13,1351.26001,24.004601,-0.010776124,-0.013914896
11/14/2000,2000,11,14,1382.949951,24.862713,0.023452142,0.035747814
11/15/2000,2000,11,15,1389.810059,25.314348,0.004960489,0.018165154
11/16/2000,2000,11,16,1372.319946,24.907877,-0.012584535,-0.016056941
11/17/2000,2000,11,17,1367.719971,24.953045,-0.00335197,0.001813402
11/20/2000,2000,11,20,1342.619995,24.275578,-0.018351692,-0.027149673
11/21/2000,2000,11,21,1347.349976,24.478825,0.003522948,0.008372489
11/22/2000,2000,11,22,1322.359985,24.659475,-0.018547513,0.007379848
11/24/2000,2000,11,24,1341.77002,25.269197,0.014678329,0.024725668
11/27/2000,2000,11,27,1348.969971,25.540173,0.00536601,0.01072357
11/28/2000,2000,11,28,1336.089966,24.207838,-0.009548029,-0.052166248
11/29/2000,2000,11,29,1341.930054,23.507795,0.004371029,-0.028918031
11/30/2000,2000,11,30,1314.949951,20.730225,-0.020105447,-0.118155276
12/1/2000,2000,12,1,1315.22998,20.45924,0.000212958,-0.013071976
12/4/2000,2000,12,4,1324.969971,20.391487,0.007405542,-0.003311609
12/5/2000,2000,12,5,1376.540039,21.633499,0.038921688,0.060908358
12/6/2000,2000,12,6,1351.459961,20.481821,-0.01821965,-0.053235864
12/7/2000,2000,12,7,1343.550049,19.194653,-0.005852864,-0.062844412
12/8/2000,2000,12,8,1369.890015,19.668865,0.019604752,0.024705422
12/11/2000,2000,12,11,1380.199951,20.978626,0.007526105,0.066590573
12/12/2000,2000,12,12,1371.180054,21.091541,-0.00653521,0.005382383
12/13/2000,2000,12,13,1359.98999,20.685055,-0.008160901,-0.019272466
12/14/2000,2000,12,14,1340.930054,20.052761,-0.014014762,-0.030567673
12/15/2000,2000,12,15,1312.150024,17.771992,-0.021462738,-0.113738402
12/18/2000,2000,12,18,1322.73999,17.275181,0.008070698,-0.027954717
12/19/2000,2000,12,19,1305.599976,16.191254,-0.012957962,-0.062744755
12/20/2000,2000,12,20,1264.73999,14.994404,-0.031295946,-0.073919537
12/21/2000,2000,12,21,1274.859985,15.694446,0.008001641,0.046686884
12/22/2000,2000,12,22,1305.949951,16.778383,0.024386965,0.069065006
12/26/2000,2000,12,26,1315.189941,16.936459,0.007075302,0.009421408
12/27/2000,2000,12,27,1328.920044,16.778383,0.010439635,-0.009333474
12/28/2000,2000,12,28,1334.219971,16.100924,0.003988146,-0.040376894
12/29/2000,2000,12,29,1320.280029,15.671865,-0.010448009,-0.026648098
1/2/2001,2001,1,2,1283.27002,15.671865,-0.028031939,0
1/3/2001,2001,1,3,1347.560059,17.320343,0.050098606,0.105187098
1/4/2001,2001,1,4,1333.339966,17.501005,-0.010552474,0.010430625
1/5/2001,2001,1,5,1298.349976,17.749405,-0.026242362,0.014193471
1/8/2001,2001,1,8,1295.859985,17.681648,-0.001917812,-0.003817424
1/9/2001,2001,1,9,1300.800049,18.720421,0.00381219,0.058748653
1/10/2001,2001,1,10,1313.27002,19.104322,0.009586386,0.020507071
1/11/2001,2001,1,11,1326.819946,19.872108,0.0103177,0.040189126
1/12/2001,2001,1,12,1318.550049,19.330141,-0.006232871,-0.027272748
1/16/2001,2001,1,16,1326.650024,18.991413,0.006143093,-0.017523307
1/17/2001,2001,1,17,1329.469971,19.126905,0.002125615,0.007134382
1/18/2001,2001,1,18,1347.969971,20.052761,0.01391532,0.04840595
1/19/2001,2001,1,19,1342.540039,22.039968,-0.004028229,0.099098922
1/22/2001,2001,1,22,1342.900024,21.723822,0.000268137,-0.014344213
1/23/2001,2001,1,23,1360.400024,21.881897,0.013031499,0.007276574
1/24/2001,2001,1,24,1364.300049,22.740013,0.002866822,0.039215796
1/25/2001,2001,1,25,1357.51001,22.333542,-0.00497694,-0.017874704
1/26/2001,2001,1,26,1354.949951,23.123915,-0.001885849,0.035389505
1/29/2001,2001,1,29,1364.170044,23.304558,0.006804748,0.007811956
1/30/2001,2001,1,30,1373.72998,22.898081,0.007007877,-0.017441953
1/31/2001,2001,1,31,1366.01001,22.062559,-0.005619714,-0.036488735
2/1/2001,2001,2,1,1373.469971,22.536776,0.005461132,0.021494197
2/2/2001,2001,2,2,1349.469971,21.972227,-0.01747399,-0.025050123
2/5/2001,2001,2,5,1354.310059,22.378696,0.003586659,0.018499217
2/6/2001,2001,2,6,1352.26001,22.604525,-0.001513722,0.010091249
2/7/2001,2001,2,7,1340.890015,23.372303,-0.008408143,0.033965677
2/8/2001,2001,2,8,1332.530029,22.491615,-0.006234655,-0.03768084
2/9/2001,2001,2,9,1314.76001,21.362514,-0.013335549,-0.050200975
2/12/2001,2001,2,12,1330.310059,21.227026,0.011827291,-0.006342325
2/13/2001,2001,2,13,1318.800049,21.023785,-0.008652126,-0.009574634
2/14/2001,2001,2,14,1315.920044,21.091541,-0.002183807,0.003222826
2/15/2001,2001,2,15,1326.609985,21.249605,0.008123549,0.007494189
2/16/2001,2001,2,16,1301.530029,20.707636,-0.018905297,-0.025504898
2/20/2001,2001,2,20,1278.939941,20.188253,-0.017356563,-0.025081714
2/21/2001,2001,2,21,1255.27002,20.323746,-0.018507453,0.006711477
2/22/2001,2001,2,22,1252.819946,19.939859,-0.00195183,-0.018888595
2/23/2001,2001,2,23,1245.859985,20.504402,-0.005555436,0.028312286
2/26/2001,2001,2,26,1267.650024,21.52058,0.017489958,0.049559017
2/27/2001,2001,2,27,1257.939941,21.452839,-0.007659908,-0.003147731
2/28/2001,2001,2,28,1239.939941,21.317354,-0.014309109,-0.006315481
3/1/2001,2001,3,1,1241.22998,21.447166,0.001040404,0.006089499
3/2/2001,2001,3,2,1234.180054,20.481821,-0.00567979,-0.045010376
3/5/2001,2001,3,5,1241.410034,20.752806,0.005858124,0.013230513
3/6/2001,2001,3,6,1253.800049,21.47542,0.009980598,0.034820062
3/7/2001,2001,3,7,1261.890015,21.927061,0.006452357,0.021030601
3/8/2001,2001,3,8,1264.73999,21.407681,0.002258497,-0.023686713
3/9/2001,2001,3,9,1233.420044,20.481821,-0.024763941,-0.043248963
3/12/2001,2001,3,12,1180.160034,18.765591,-0.043180756,-0.083792842
3/13/2001,2001,3,13,1197.660034,19.578541,0.014828497,0.043321311
3/14/2001,2001,3,14,1166.709961,19.510794,-0.025842119,-0.003460268
3/15/2001,2001,3,15,1173.560059,19.397886,0.005871295,-0.005786951
3/16/2001,2001,3,16,1150.530029,19.714043,-0.019624074,0.016298529
3/19/2001,2001,3,19,1170.810059,19.623707,0.017626685,-0.004582317
3/20/2001,2001,3,20,1142.619995,19.036572,-0.024077402,-0.029919678
3/21/2001,2001,3,21,1122.140015,18.088129,-0.017923702,-0.049822153
3/22/2001,2001,3,22,1117.579956,19.510794,-0.004063717,0.078651861
3/23/2001,2001,3,23,1139.829956,20.436653,0.01990909,0.047453681
3/26/2001,2001,3,26,1152.689941,20.256001,0.011282371,-0.008839608
3/27/2001,2001,3,27,1182.170044,21.046368,0.02557505,0.039018906
3/28/2001,2001,3,28,1153.290039,20.07534,-0.024429654,-0.046137557
3/29/2001,2001,3,29,1147.949951,20.007601,-0.004630308,-0.003374239
3/30/2001,2001,3,30,1160.329956,19.759199,0.010784447,-0.012415382
4/2/2001,2001,4,2,1145.869995,20.165667,-0.012461939,0.020571077
4/3/2001,2001,4,3,1106.459961,19.284981,-0.034393111,-0.043672545
4/4/2001,2001,4,4,1103.25,18.765591,-0.002901109,-0.026932357
4/5/2001,2001,4,5,1151.439941,20.504402,0.043679983,0.092659538
4/6/2001,2001,4,6,1128.430054,20.301161,-0.019983576,-0.009912067
4/9/2001,2001,4,9,1137.589966,20.64893,0.008117395,0.017130498
4/10/2001,2001,4,10,1168.380005,21.563042,0.027066025,0.044269219
4/11/2001,2001,4,11,1165.890015,21.693125,-0.002131147,0.006032683
4/12/2001,2001,4,12,1183.5,22.466316,0.015104328,0.035642214
4/16/2001,2001,4,16,1179.680054,21.964092,-0.003227669,-0.022354533
4/17/2001,2001,4,17,1191.810059,22.2134,0.010282453,0.011350708
4/18/2001,2001,4,18,1238.160034,23.640581,0.038890404,0.064248652
4/19/2001,2001,4,19,1253.689941,24.583597,0.01254273,0.039889713
4/20/2001,2001,4,20,1242.97998,24.930456,-0.008542751,0.014109367
4/23/2001,2001,4,23,1224.359985,24.659475,-0.014980125,-0.010869476
4/24/2001,2001,4,24,1209.469971,24.406557,-0.012161467,-0.010256423
4/25/2001,2001,4,25,1228.75,25.179771,0.015940891,0.031680585
4/26/2001,2001,4,26,1234.52002,24.977425,0.004695845,-0.008036054
4/27/2001,2001,4,27,1253.050049,24.251204,0.015009906,-0.029075095
4/30/2001,2001,4,30,1249.459961,24.478825,-0.002865079,0.009385967
5/1/2001,2001,5,1,1266.439941,25.353188,0.013589855,0.035719157
5/2/2001,2001,5,2,1267.430054,25.205061,0.000781808,-0.005842539
5/3/2001,2001,5,3,1248.579956,24.760639,-0.014872693,-0.017632253
5/4/2001,2001,5,4,1266.609985,25.562759,0.014440428,0.032394964
5/7/2001,2001,5,7,1263.51001,25.790377,-0.002447458,0.008904281
5/8/2001,2001,5,8,1261.199951,26.036068,-0.001828287,0.00952646
5/9/2001,2001,5,9,1255.540039,25.436296,-0.00448772,-0.023036197
5/10/2001,2001,5,10,1255.180054,25.291771,-0.000286717,-0.005681841
5/11/2001,2001,5,11,1245.670044,25.074989,-0.00757661,-0.008571246
5/14/2001,2001,5,14,1248.920044,24.829298,0.002609038,-0.00979825
5/15/2001,2001,5,15,1249.439941,24.6667,0.000416277,-0.006548635
5/16/2001,2001,5,16,1284.98999,24.988274,0.028452787,0.013036766
5/17/2001,2001,5,17,1288.48999,24.630571,0.002723757,-0.014314834
5/18/2001,2001,5,18,1291.959961,24.601669,0.002693052,-0.00117342
5/21/2001,2001,5,21,1312.829956,24.854589,0.016153748,0.010280603
5/22/2001,2001,5,22,1309.380005,25.403769,-0.002627873,0.022095718
5/23/2001,2001,5,23,1289.050049,25.183374,-0.015526399,-0.008675681
5/24/2001,2001,5,24,1293.170044,25.913223,0.003196148,0.028981383
5/25/2001,2001,5,25,1277.890015,25.620579,-0.011815947,-0.01129323
5/29/2001,2001,5,29,1267.930054,25.414614,-0.007794067,-0.008039045
5/30/2001,2001,5,30,1248.079956,24.999117,-0.015655515,-0.016348743
5/31/2001,2001,5,31,1255.819946,24.995499,0.006201518,-0.000144725
6/1/2001,2001,6,1,1260.670044,25.414614,0.003862097,0.016767619
6/4/2001,2001,6,4,1267.109985,25.573597,0.005108348,0.006255574
6/5/2001,2001,6,5,1283.569946,26.231173,0.01299016,0.025713082
6/6/2001,2001,6,6,1270.030029,26.144466,-0.01054864,-0.003305495
6/7/2001,2001,6,7,1276.959961,26.621395,0.00545651,0.018242063
6/8/2001,2001,6,8,1264.959961,26.444353,-0.009397319,-0.006650365
6/11/2001,2001,6,11,1254.390015,26.057749,-0.008355953,-0.01461953
6/12/2001,2001,6,12,1255.849976,26.043301,0.001163881,-0.000554461
6/13/2001,2001,6,13,1241.599976,25.54108,-0.011346897,-0.019284076
6/14/2001,2001,6,14,1219.869995,24.894327,-0.017501596,-0.025322069
6/15/2001,2001,6,15,1214.359985,24.576366,-0.004516883,-0.012772428
6/18/2001,2001,6,18,1208.430054,24.164482,-0.004883174,-0.016759353
